"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",84.2036994102309,77.5081518989464,90.4746399586147,1879.53657894846,0.00054525627044711
"tap_catTb",-0.700823938409959,-4.89898146242194,3.36228256198228,1834,0.726281352235551
"tap_catTc",-17.1317457066892,-21.4591073189513,-12.9272033607922,1834,0.00054525627044711
"gust_dir",-4.94131874293567,-6.96096422972914,-2.57460022391751,1686.67690153935,0.00054525627044711
