"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",0.425398657140071,0.10172282482381,0.719235254524392,1995.18547704795,0.00872410032715387
"tap_catTb",0.110209241156921,-0.337826784971185,0.514018884190591,1834,0.607415485278081
"tap_catTc",0.365777583820765,-0.101959493142203,0.736021090357099,1834,0.0948745910577973
