"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",0.848473913928145,0.563909835618688,1.13163258174609,2032.18135087268,0.00054525627044711
"tap_catTb",0.0205819279897325,-0.312389193219133,0.38760409023962,1834,0.889858233369684
"tap_catTc",0.120255386712284,-0.241229365419713,0.459943764704803,1834,0.458015267175573
