"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",88.0610290637076,81.0458035902411,96.0336793324968,1834,0.00054525627044711
"tap_catTb",-4.1897558139726,-9.07516157328791,0.838985940892599,1834,0.105779716466739
"tap_catTc",-28.1704438519615,-33.1916312567355,-22.9796420217172,1834,0.00054525627044711
"flight_cond5_15",-5.49748660958201,-14.8118370665907,4.85872197318531,1817.84086168641,0.259541984732824
"flight_cond9_10",-3.76072787556499,-6.16321652549959,-0.95771738372423,2192.87000279572,0.0054525627044711
"tap_catTb:flight_cond5_15",10.3973017105257,5.53806568629807,15.4621819949098,1834,0.00054525627044711
"tap_catTc:flight_cond5_15",4.18758882298017,-1.13209344277857,8.71932760160416,1834,0.105779716466739
"tap_catTb:flight_cond9_10",1.66641919623589,-1.96261529537151,5.16307442936522,1834,0.35659760087241
"tap_catTc:flight_cond9_10",19.8792052757913,16.2566016562295,23.7624722284872,1834,0.00054525627044711
