"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",84.2937068816553,78.7387758654513,89.9883562779578,2007.79897258324,0.00054525627044711
"tap_catTb",-2.46204754734245,-9.17083331222238,3.34728111858567,1713.44165559926,0.408942202835333
"tap_catTc",-8.35256766866869,-14.8235019903514,-2.64065470258356,1834,0.00763358778625954
