"","post.mean","l-95% CI","u-95% CI","eff.samp","pMCMC"
"(Intercept)",84.2276212804225,71.8155495988676,96.1008846159384,1834,0.00054525627044711
"tap_catTb",4.06827883357176,-4.92252509701211,13.1074825405667,1834,0.365321701199564
"tap_catTc",-27.1313557042794,-36.5189080045088,-17.981247312724,1834,0.00054525627044711
